ID,Species,Organization,Type,Source,No_Media
uf:herp:98144,Engystomops pustulatus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,0
nhmw:33748.2,Leptodactylus pentadactylus,Department of Geology & Palaeontology,Biological Specimen,User Created,1
uf:herp:185631,Hemisus guineensis,FLMNH Division of Herpetology,Biological Specimen,iDigBio,0
centro jambatu (cj):cj:7936,Atelopus nanay,Museo del Centro Jambatu,Biological Specimen,User Created,0
mcz:herp:a-6615,Hymenochirus curtipes,MCZ Herpetology,Biological Specimen,iDigBio,1
ummz:herps:239993,Plectrohyla crassa,"Museum of Zoology, Division of Reptiles & Amphibians",Biological Specimen,iDigBio,1
ku:kuh:313790,Rhacophorus bimaculatus,KUBI Herpetology Collection,Biological Specimen,iDigBio,3
cas:herp:242243,Calluella yunnanensis,CAS Herpetology (HERP),Biological Specimen,iDigBio,1
fmnh:amphibians and reptiles:217983,Indirana diplosticta,Field Museum of Natural History (Zoology) Amphibian and Reptile Collection,Biological Specimen,iDigBio,1
uf:herp:63162,Ceratophrys cornuta,FLMNH Division of Herpetology,Biological Specimen,iDigBio,2
cas:herp:53931,Leiopelma hamiltoni,CAS Herpetology (HERP),Biological Specimen,iDigBio,4
usnm:amphibians & reptiles:346809,Bufo mauritanicus,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
cas:herp:246447,Probreviceps macrodactylus,CAS Herpetology (HERP),Biological Specimen,User Created,3
uf:herp:37924,Pipa parva,FLMNH Division of Herpetology,Biological Specimen,iDigBio,4
UCM:Amphibian and reptile specimens:UCM:Herp:8183,Rhinella marina,UCM Herpetology Collection,Biological Specimen,iDigBio,1
MCZ:Herp:A-51271,Nesorohyla kanaima,Museum of Comparative Zoology,Biological Specimen,iDigBio,1
uf:herp:98143,Engystomops pustulatus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,0
nhmw:40237:4,Calyptocephalella gayi,Department of Geology & Palaeontology,Biological Specimen,User Created,1
uf:herp:187328,Xenopus petersii,FLMNH Division of Herpetology,Biological Specimen,iDigBio,0
centro jambatu (cj):cj:2758,Atelopus elegans,Museo del Centro Jambatu,Biological Specimen,User Created,0
mcz:herp:a-26591,Leiopelma archeyi,MCZ Herpetology,Biological Specimen,iDigBio,1
ummz:herps:199195,Babina adenopleura,"Museum of Zoology, Division of Reptiles & Amphibians",Biological Specimen,iDigBio,1
ku:kuh:309620,Rhacophorus everetti,KUBI Herpetology Collection,Biological Specimen,iDigBio,1
cas:herp:235143,Pterorana khare,CAS Herpetology (HERP),Biological Specimen,iDigBio,3
fmnh:amphibians and reptiles:146185,Gastrophrynoides borneensis,Field Museum of Natural History (Zoology) Amphibian and Reptile Collection,Biological Specimen,iDigBio,1
cas:herp:256821,Conraua robusta,CAS Herpetology (HERP),Biological Specimen,iDigBio,1
cas:herp:257677,Allophryne ruthveni,CAS Herpetology (HERP),Biological Specimen,iDigBio,3
usnm:amphibians & reptiles:346811,Bufo mauritanicus,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
uf:herp:177996,Eleutherodactylus atkinsi,FLMNH Division of Herpetology,Biological Specimen,iDigBio,3
UF:Herp:39760,Telmatobius breviceps,FLMNH Division of Herpetology,Biological Specimen,iDigBio,2
ucrc:PV105,Anura indet.,University of Chicago Research Collection (UCRC),Biological Specimen,User Created,0
ku:kuh:179913,Assa darlingtoni,KUBI Herpetology Collection,Biological Specimen,iDigBio,1
uta:uta-a:7559,Hypopachus barberi,UTA Herpetology,Biological Specimen,iDigBio,1
usnm:amphibians & reptiles:550143,Metaphryniscus sosai,NMNH Extant Specimen Records,Biological Specimen,User Created,1
centro jambatu (cj):cj:1214,Atelopus balios,Museo del Centro Jambatu,Biological Specimen,User Created,0
mcz:herp:a-8192,Leiopelma hochstetteri,MCZ Herpetology,Biological Specimen,iDigBio,1
uf:herp:185651,Hyperolius cinnamomeoventris,FLMNH Division of Herpetology,Biological Specimen,iDigBio,2
ku:kuh:181983,Flectonotus fitzgeraldi,KUBI Herpetology Collection,Biological Specimen,iDigBio,2
cas:herp:201444,Xenopus vestitus,CAS Herpetology (HERP),Biological Specimen,iDigBio,2
ku:kuh:132728,Eleutherodactylus prolixodiscus,KUBI Herpetology Collection,Biological Specimen,iDigBio,4
usnm:amphibians & reptiles:322774,Osornophryne bufoniformis,NMNH Extant Specimen Records,Biological Specimen,iDigBio,3
mcz:herp:a-136648,Paradoxophyla palmata,MCZ Herpetology,Biological Specimen,iDigBio,3
mcz:herp:a-100671,Taudactylus diurnus,MCZ Herpetology,Biological Specimen,iDigBio,1
uf:herp:62022,Rhinoderma darwinii,FLMNH Division of Herpetology,Biological Specimen,iDigBio,3
uf:herp:3170,Anaxyrus terrestris,FLMNH Division of Herpetology,Biological Specimen,iDigBio,4
CM:Herps:45976,Hylodes asper,CM Herps Collection,Biological Specimen,iDigBio,1
ucrc:PV104,Anura indet.,University of Chicago Research Collection (UCRC),Biological Specimen,User Created,0
lsumz:herps:81916,Megophrys montana,LSUMZ Herps Collection,Biological Specimen,iDigBio,1
uta:uta-a:7565,Hypopachus barberi,UTA Herpetology,Biological Specimen,iDigBio,1
irsnb:17147,Rhinella beebei,Institut Royal des Sciences Naturelles del Belgique,Biological Specimen,User Created,1
centro jambatu (cj):cj:4802,Atelopus ignescens,Museo del Centro Jambatu,Biological Specimen,User Created,0
cib-cas:hnnu:1706I001,Kaloula borealis,Chengdu Institute of Biology,Biological Specimen,User Created,0
uf:herp:185690,Kassina senegalensis,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
ku:kuh:155620,Occidozyga baluensis,KUBI Herpetology Collection,Biological Specimen,iDigBio,1
cas:herp:200152,Cacosternum nanum,CAS Herpetology (HERP),Biological Specimen,iDigBio,1
fmnh:amphibians and reptiles:79801,Laliostoma labrosum,Field Museum of Natural History (Zoology) Amphibian and Reptile Collection,Biological Specimen,iDigBio,1
usnm:amphibians & reptiles:550182,Oreophrynella nigra,NMNH Extant Specimen Records,Biological Specimen,iDigBio,3
cas:herp:257656,Pseudis laevis,CAS Herpetology (HERP),Biological Specimen,iDigBio,3
cas:herp:260137,Leptopelis brevirostris,CAS Herpetology (HERP),Biological Specimen,iDigBio,4
cm:herps:45986,Proceratophrys boiei,CM Herps Collection,Biological Specimen,User Created,3
uf:herp:124269,Anaxyrus quercicus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,3
CM:Herps:68347,Hylorina sylvatica,CM Herps Collection,Biological Specimen,iDigBio,1
ucrc,Anura indet.,University of Chicago Research Collection (UCRC),Biological Specimen,User Created,0
ku:kuh:206838,Tachycnemis seychellensis,KUBI Herpetology Collection,Biological Specimen,iDigBio,1
nhmw:40237:8,Calyptocephalella gayi,Department of Geology & Palaeontology,Biological Specimen,User Created,1
usnm:amphibians & reptiles:207760,Melanophryniscus moreirae,NMNH Extant Specimen Records,Biological Specimen,User Created,1
lsumz:herps:99276,Paedophryne sp.,LSUMZ Herps Collection,Biological Specimen,iDigBio,0
uta:uta-a:24958,Ecnomiohyla minera,UTA Herpetology,Biological Specimen,User Created,1
uf:herp:185629,Hemisus guineensis,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
ku:kuh:178464,Gastrotheca guentheri,KUBI Herpetology Collection,Biological Specimen,iDigBio,0
cas:herp:199304,Phrynobatrachus africanus,CAS Herpetology (HERP),Biological Specimen,iDigBio,1
fmnh:amphibians and reptiles:231193,Pedostibes hosii,Field Museum of Natural History (Zoology) Amphibian and Reptile Collection,Biological Specimen,iDigBio,1
mcz:herp:a-26364,Nectophrynoides occidentalis,MCZ Herpetology,Biological Specimen,iDigBio,2
fmnh:amphibians and reptiles:1580,Adenomus kelaartii,Field Museum of Natural History (Zoology) Amphibian and Reptile Collection,Biological Specimen,iDigBio,3
cas:herp:168618,Leptopelis barbouri,CAS Herpetology (HERP),Biological Specimen,iDigBio,1
ku:kuh:327008,Polypedates macrotis,KUBI Herpetology Collection,Biological Specimen,User Created,3
uf:herp:3997,Anaxyrus fowleri,FLMNH Division of Herpetology,Biological Specimen,iDigBio,3
UCM:Amphibian and reptile specimens:UCM:Herp:9223,Eleutherodactylus angustidigitorum,UCM Herpetology Collection,Biological Specimen,iDigBio,1
mnrj:70625,Taxonomy indet.,Coleção de Anfíbios do Museu Nacional (MNRJ),Biological Specimen,User Created,1
uf:herp:55080,Platymantis dorsalis,FLMNH Division of Herpetology,Biological Specimen,iDigBio,2
cd15:10,Hyperolius hutsebauti,Department of Zoology,Biological Specimen,User Created,1
cm:herps:147566,Batrachyla taeniata,CM Herps Collection,Biological Specimen,iDigBio,0
centro jambatu (cj):cj:2306,Atelopus elegans,Museo del Centro Jambatu,Biological Specimen,User Created,0
uf:herp:85122,Leptodactylus fuscus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
uf:herp:100966,Eleutherodactylus counouspeus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
ku:kuh:321210,Limnonectes parvus,KUBI Herpetology Collection,Biological Specimen,iDigBio,1
cas:herp:250569,Spinomantis aglavei,CAS Herpetology (HERP),Biological Specimen,iDigBio,3
uf:herp:100862,Eleutherodactylus antillensis,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
usnm:amphibians & reptiles:566017,Rhinella granulosa,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
cas:sua:10670,Colostethus kingsburyi,CAS Herpetology (HERP),Biological Specimen,iDigBio,3
usnm:amphibians & reptiles:320103,Anaxyrus cognatus,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
cas:herp:196558,Schismaderma carens,CAS Herpetology (HERP),Biological Specimen,iDigBio,3
uf:herp:63183,Melanophryniscus stelzneri,FLMNH Division of Herpetology,Biological Specimen,iDigBio,3
UCM:Amphibian and reptile specimens:UCM:Herp:8405,Dryophytes eximius,UCM Herpetology Collection,Biological Specimen,iDigBio,1
mnrj:80998,Brachycephalus margaritatus,Coleção de Anfíbios do Museu Nacional (MNRJ),Biological Specimen,User Created,1
uf:herp:98141,Engystomops pustulatus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,0
cas:herp:145260,Callixalus pictus,CAS Herpetology (HERP),Biological Specimen,User Created,1
amnh:herpetology:a-111401,Austrochaperina robusta,AMNH Herpetology Collections,Biological Specimen,iDigBio,3
centro jambatu (cj):cj:9541,Atelopus palmatus,Museo del Centro Jambatu,Biological Specimen,User Created,0
uf:herp:85123,Leptodactylus fuscus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
uf:herp:42264,Eleutherodactylus inoptatus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
ku:kuh:321203,Limnonectes parvus,KUBI Herpetology Collection,Biological Specimen,iDigBio,1
cas:herp:250506,Mantidactylus femoralis,CAS Herpetology (HERP),Biological Specimen,iDigBio,1
cas:herp:146198,Xenopus fraseri,CAS Herpetology (HERP),Biological Specimen,iDigBio,2
usnm:amphibians & reptiles:201814,Rhinella dapsilis,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
cm:herps:68395,Alsodes nodosus,CM Herps Collection,Biological Specimen,iDigBio,3
usnm:amphibians & reptiles:320094,Anaxyrus cognatus,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
uf:herp:137291,Cruziohyla calcarifer,FLMNH Division of Herpetology,Biological Specimen,iDigBio,5
uf:herp:72725,Brachycephalus ephippium,FLMNH Division of Herpetology,Biological Specimen,iDigBio,3
UCM:Amphibian and reptile specimens:UCM:Herp:8347,Tlalocohyla smithii,UCM Herpetology Collection,Biological Specimen,iDigBio,1
mnrj:80997,Brachycephalus margaritatus,Coleção de Anfíbios do Museu Nacional (MNRJ),Biological Specimen,User Created,1
uf:herp:98142,Engystomops pustulatus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,0
cas:herp:145263,Chrysobatrachus cupreonitens,CAS Herpetology (HERP),Biological Specimen,User Created,1
amnh:herpetology:a-66572,Albericus variegatus,AMNH Herpetology Collections,Biological Specimen,iDigBio,2
centro jambatu (cj):cj:8193,Atelopus nanay,Museo del Centro Jambatu,Biological Specimen,User Created,0
uf:herp:85124,Leptodactylus fuscus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
cas:sua:6331,Syncope carvalhoi,CAS Herpetology (HERP),Biological Specimen,iDigBio,1
ku:kuh:314326,Kalophrynus sinensis,KUBI Herpetology Collection,Biological Specimen,iDigBio,1
cas:herp:250262,Heterixalus sp.,CAS Herpetology (HERP),Biological Specimen,iDigBio,3
uf:herp:57613,Hypsiboas heilprini,FLMNH Division of Herpetology,Biological Specimen,iDigBio,3
usnm:amphibians & reptiles:196951,Rhinella dapsilis,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
ku:kuh:166716,Allophryne ruthveni,KUBI Herpetology Collection,Biological Specimen,iDigBio,3
usnm:amphibians & reptiles:311300,Anaxyrus canorus,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
uf:herp:112506,Colostethus sylvaticus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
uf:herp:96648,Bombina maxima,FLMNH Division of Herpetology,Biological Specimen,iDigBio,3
uf:herp:137287,Anotheca spinosa,FLMNH Division of Herpetology,Biological Specimen,iDigBio,4
UF:Herp:158477,Xenopus laevis,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
zmb:74611,Oninia senglaubi,"Museum für Naturkunde, Berlin",Biological Specimen,User Created,2
amnh:herpetology:a-166281,Phyllomedusa hypochondrialis,AMNH Herpetology Collections,Biological Specimen,iDigBio,2
uf:herp:157250,Hypopachus barberi,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
uf:herp:185703,Ptychadena guibei,FLMNH Division of Herpetology,Biological Specimen,iDigBio,0
centro jambatu (cj):cj:8188,Atelopus spumarius,Museo del Centro Jambatu,Biological Specimen,User Created,0
mcz:herp:a-17734,Pipa snethlageae,MCZ Herpetology,Biological Specimen,iDigBio,1
ummz:herps:177942,Adelphobates quinquevittatus,"Museum of Zoology, Division of Reptiles & Amphibians",Biological Specimen,iDigBio,2
ku:kuh:200260,Gastrotheca guentheri,KUBI Herpetology Collection,Biological Specimen,iDigBio,0
cas:herp:207759,Xenopus calcaratus,CAS Herpetology (HERP),Biological Specimen,iDigBio,3
fmnh:amphibians and reptiles:218134,Philautus variabilis,Field Museum of Natural History (Zoology) Amphibian and Reptile Collection,Biological Specimen,iDigBio,1
usnm:amphibians & reptiles:303295,Haddadus binotatus,NMNH Extant Specimen Records,Biological Specimen,iDigBio,4
ku:kuh:334742,Ansonia mcgregori,KUBI Herpetology Collection,Biological Specimen,iDigBio,3
usnm:amphibians & reptiles:576391,Amietophrynus gracilipes,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
uf:herp:92093,Pyxicephalus adspersus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,4
uf:herp:39140,Atelopus ignescens,FLMNH Division of Herpetology,Biological Specimen,iDigBio,3
UF:Herp:180888,Petropedetes newtonii,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
ucrc:PV103,Anura indet.,University of Chicago Research Collection (UCRC),Biological Specimen,User Created,0
ku:kuh:181305,Lynchius parkeri,KUBI Herpetology Collection,Biological Specimen,iDigBio,1
uf:herp:166707,Hypopachus barberi,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
usnm:amphibians & reptiles:193540,Osornophryne bufoniformis,NMNH Extant Specimen Records,Biological Specimen,User Created,1
centro jambatu (cj):cj:4807,Atelopus ignescens,Museo del Centro Jambatu,Biological Specimen,User Created,0
mcz:herp:a-21614,Hymenochirus boulengeri,MCZ Herpetology,Biological Specimen,iDigBio,1
ummz:herps:124847,Ecnomiohyla miotympanum,"Museum of Zoology, Division of Reptiles & Amphibians",Biological Specimen,iDigBio,1
ku:kuh:187470,Flectonotus fissilis,KUBI Herpetology Collection,Biological Specimen,iDigBio,3
cas:herp:202204,Hylarana albolabris,CAS Herpetology (HERP),Biological Specimen,iDigBio,1
fmnh:amphibians and reptiles:81229,Lankanectes corrugatus,Field Museum of Natural History (Zoology) Amphibian and Reptile Collection,Biological Specimen,iDigBio,2
mcz:herp:a-149285,Vandijkophrynus gariepensis,MCZ Herpetology,Biological Specimen,iDigBio,1
cas:herp:153800,Acanthixalus spinosus,CAS Herpetology (HERP),Biological Specimen,iDigBio,2
usnm:amphibians & reptiles:576239,Amietophrynus gracilipes,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
cas:herp:165936,Poyntonia paludicola,CAS Herpetology (HERP),Biological Specimen,User Created,3
uf:herp:104862,Peltophryne guentheri,FLMNH Division of Herpetology,Biological Specimen,iDigBio,3
UCM:Amphibian and reptile specimens:UCM:Herp:27853,Scinax staufferi,UCM Herpetology Collection,Biological Specimen,iDigBio,1
mnrj:51472,Brachycephalus garbeanus,Coleção de Anfíbios do Museu Nacional (MNRJ),Biological Specimen,User Created,1
usnm:amphibians & reptiles:134261,Craugastor saltator,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
zmuc:anura:771205,Hyperolius sankuruensis,Amphibians and Reptiles collection at the Natural History Museum of Denmark (SNM),Biological Specimen,User Created,0
amnh:herpetology:a-92969,Synapturanus rabus,AMNH Herpetology Collections,Biological Specimen,iDigBio,0
amnh:herpetology:a-1342,Hemiphractus helioi,AMNH Herpetology Collections,Biological Specimen,iDigBio,4
amnh:herpetology:a-97900,Xenopus gilli,AMNH Herpetology Collections,Biological Specimen,iDigBio,3
uf:herp:185602,Arthroleptis xenodactyloides,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
ku:kuh:330481,Kaloula rigida,KUBI Herpetology Collection,Biological Specimen,iDigBio,1
cas:herp:257120,Pseudhymenochirus merlini,CAS Herpetology (HERP),Biological Specimen,iDigBio,3
uf:herp:142375,Plectrohyla guatemalensis,FLMNH Division of Herpetology,Biological Specimen,iDigBio,3
usnm:amphibians & reptiles:130177,Bufo ocellatus,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
cas:sua:11907,Zachaenus parvulus,CAS Herpetology (HERP),Biological Specimen,iDigBio,3
usnm:amphibians & reptiles:30643,Atelopus chiriquiensis,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
ku:kuh:144217,Discoglossus pictus,KUBI Herpetology Collection,Biological Specimen,iDigBio,4
